SongID,SongNumber,AlbumID,AlbumName,ArtistID,ArtistName,Duration,Tempo,TimeSignature,Title,ArtistFamiliarity,ArtistHotttnesss,Loudness,StartOfFadeOut,UserID,playCount,song
SOCIWDW12A8C13D406,2,300822,Dimensions,ARMJAGH1187FB546F3,The Box Tops,148.03546,121.274,4,Soul Deep,0.6306300375898077,0.4174996449709784,-9.843,137.915,9f7a18ba9d5e384c0869aacc46c20ff096d8fc8e,1,Soul Deep - The Box Tops
SOCIWDW12A8C13D406,2,300822,Dimensions,ARMJAGH1187FB546F3,The Box Tops,148.03546,121.274,4,Soul Deep,0.6306300375898077,0.4174996449709784,-9.843,137.915,a1baf27263ca36f3420c7cacf62d0a987a8ffab1,10,Soul Deep - The Box Tops
SOCIWDW12A8C13D406,2,300822,Dimensions,ARMJAGH1187FB546F3,The Box Tops,148.03546,121.274,4,Soul Deep,0.6306300375898077,0.4174996449709784,-9.843,137.915,1bcf46cfe5598544116651f36a56557d2c9a94ae,2,Soul Deep - The Box Tops
SOCIWDW12A8C13D406,2,300822,Dimensions,ARMJAGH1187FB546F3,The Box Tops,148.03546,121.274,4,Soul Deep,0.6306300375898077,0.4174996449709784,-9.843,137.915,22af2bb70ef30b0a9fe7be5da783c773909b0e55,2,Soul Deep - The Box Tops
SOFSOCN12A8C143F5D,5,611336,Muertos Vivos,ARXR32B1187FB57099,Gob,209.60608,129.738,4,Face the Ashes,0.6510456608317947,0.40172368550367865,-4.501,198.699,1ae87ee3f4cd5cff7ba443da3d41836182c08245,1,Face the Ashes - Gob
SOFSOCN12A8C143F5D,5,611336,Muertos Vivos,ARXR32B1187FB57099,Gob,209.60608,129.738,4,Face the Ashes,0.6510456608317947,0.40172368550367865,-4.501,198.699,0b8cc6929dcef09e07a00c4ae8a081613475d828,8,Face the Ashes - Gob
SOFSOCN12A8C143F5D,5,611336,Muertos Vivos,ARXR32B1187FB57099,Gob,209.60608,129.738,4,Face the Ashes,0.6510456608317947,0.40172368550367865,-4.501,198.699,2d30d2dd2119c2df6539f5f4083c435b88e85bb6,1,Face the Ashes - Gob
SOFSOCN12A8C143F5D,5,611336,Muertos Vivos,ARXR32B1187FB57099,Gob,209.60608,129.738,4,Face the Ashes,0.6510456608317947,0.40172368550367865,-4.501,198.699,0f5127c3398a9516501e899780e9211813ab5c9c,7,Face the Ashes - Gob
SOFSOCN12A8C143F5D,5,611336,Muertos Vivos,ARXR32B1187FB57099,Gob,209.60608,129.738,4,Face the Ashes,0.6510456608317947,0.40172368550367865,-4.501,198.699,83a96a8accec11f5ca7c2011fe42eaa49b729f02,2,Face the Ashes - Gob
SOFSOCN12A8C143F5D,5,611336,Muertos Vivos,ARXR32B1187FB57099,Gob,209.60608,129.738,4,Face the Ashes,0.6510456608317947,0.40172368550367865,-4.501,198.699,779cc94cc94db00d3079523af41dfee28af7f562,2,Face the Ashes - Gob
SOFSOCN12A8C143F5D,5,611336,Muertos Vivos,ARXR32B1187FB57099,Gob,209.60608,129.738,4,Face the Ashes,0.6510456608317947,0.40172368550367865,-4.501,198.699,c22ccea42e2a60df8a12910ad7079ff5619f65b2,5,Face the Ashes - Gob
SOFSOCN12A8C143F5D,5,611336,Muertos Vivos,ARXR32B1187FB57099,Gob,209.60608,129.738,4,Face the Ashes,0.6510456608317947,0.40172368550367865,-4.501,198.699,0d13888318c8674d9162738541a5a80b24f9a949,21,Face the Ashes - Gob
SOFSOCN12A8C143F5D,5,611336,Muertos Vivos,ARXR32B1187FB57099,Gob,209.60608,129.738,4,Face the Ashes,0.6510456608317947,0.40172368550367865,-4.501,198.699,bf27cf3bc80243f9e149633837ffa36890088ca2,1,Face the Ashes - Gob
SOFSOCN12A8C143F5D,5,611336,Muertos Vivos,ARXR32B1187FB57099,Gob,209.60608,129.738,4,Face the Ashes,0.6510456608317947,0.40172368550367865,-4.501,198.699,c14682634b5d55df660123b02e3687fe05872855,1,Face the Ashes - Gob
SOFSOCN12A8C143F5D,5,611336,Muertos Vivos,ARXR32B1187FB57099,Gob,209.60608,129.738,4,Face the Ashes,0.6510456608317947,0.40172368550367865,-4.501,198.699,9b2b8ff191d8c68f87c54fac847bac8202b261ea,21,Face the Ashes - Gob
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,77514e806f7b973ed4aade5b54dd10de52b9edec,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,5579b3be6755139f026959034f5b5c44879d6d26,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,da1603aabe13243ff732aaa8704e01d3559b19b9,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,f4c2941c1473e7d95e2e65ee7455c2060545621a,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,4d6f2a2a9ebbd8836121f570927414cdac9f6dd2,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,58693e5608ba66e23953405832bc3a4cb81c5b2d,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,5888d08bd82b664a9909b4a73cc412804d701946,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,d01a34f8df2e191f3d46ac90f3466b6b6e3c526c,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,66997a4eafb0d20db2ce6e3333e2ebac044875f9,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,728914e1324236bb103afa1fb956b4641a8d0ae4,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,66d46cb8d4ea55a7c79bdef6ddf5f73fe0b55455,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,7006c1626e5d025f278f28ec33d71f03a138e9ab,3,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,c76f114b189c8934cd2e292dafc6183d5f1b5e41,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,218b04bfa9f078ab0df9d1bdbbca8ddc35de9caa,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,f0dac5b3afcbc6938a1fe2f8de456fc1f45f044c,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,640b5605e429ee9e4c032820ec6ad5c576e568f2,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,a691a9201969b21359a387892999873f5169520c,3,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,32cf51ee5837f8586598c5692315a928427828da,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,ad394e57f9e2350f2b8b385553fffe43402549a0,2,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,0a5978ce62bdd629313ab85029b2e6c689e8770f,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,ace33b52604054c51c235ed073992ddc549910c4,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,f29f5917e84c8392e3aa92927b734ede7fc16ac1,2,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,d03a6c2d7bd329284eff43661db77809bca88c97,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,4affa3f465549636c170844504a32568864502b2,10,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,8b7825fa496dd0a07ddf61be560c88f5f82ed539,2,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,555ce8c3e1940a8aa64c3ce8d5ce8a4e99fc7c47,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,75bb5a07e4fa9c7f16366d1aaba8a2f7b250446c,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,4ef1438afe6da8453cf6a6d64ee811b7f2cc31c1,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,90a28c7c8acad3de466e4b74863cb9f363ca7c76,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,73c4d68b03b1d32dbcda192c4738f19dc03fa1c9,2,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,64db63493afa9eb83f512cc8595d998bd5e09fd8,3,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,c72e17c117ef2c15ccd377f47c7b53dd5c9607a0,3,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,5203fc0ac906791fd93137f17137b69c1e532906,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,b68ca702100246ef7e7559d6b423dfabdece9e94,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,b3fe72b6850cd1522417daf2a520543b88c32852,3,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,bce19b29d97ce54d8ceb3c055695f460ab065e0e,6,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,3b08445aec0eba5b031d9da12b9f07380b806399,4,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,797fddebbc759b1aa53b21f4cfab67f5049d418f,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,061dbfffb96bda4ff064125d4ae6c776f186b86e,2,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,a2827e4ca24c7bea082144a24c9bbe6e047a9373,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,a1e72b30013d9ce8629b652357dae80ababf79f2,2,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,ed8158a2848128acd49647ebc8573723b3f88ff4,2,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,0016408055b0daeda853202d6df1de63eb61db00,9,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,9797859cffbe6b9de91c2027919376e7881fcbb1,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,dae46ef897cf559136a25a91a147c46230a042c6,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,e87414fe3643e2598da7572034878ce1f2302b50,2,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,0aeff014aa31afa66d276db765f5c4f9f9c8fb5e,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,050dadaa1ac91ba78dc86ac1693a73d561fcb4b4,4,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,b6cc24aea56939c778e6c5e02d673c2551703306,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,cfeaea486e62d1d93e2efd232820877c5f17c650,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,e0e0ef13af89566c0bf3fd524a6678cca06733b9,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,42a14b600916ecaee0aacca1167db5158c9a8eb1,1,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,8853c054f43c8d413226cbd2da66f64e481ea28d,3,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,504b5548be84157b028c26a55ea57ccd1aa70639,4,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,40c6b968b029d1a4cb3c894390ff7bf2e956c209,2,Drop of Rain - Tweeterfriendly Music
SOHKNRJ12A6701D1F8,8,8876,Gin & Phonic,AR10USD1187B99F3F1,Tweeterfriendly Music,189.57016,101.43,3,Drop of Rain,0.8011364469966873,0.6055071356905752,-11.642,181.023,f1b9010ac9af00554e59c33957eafacf012f1334,1,Drop of Rain - Tweeterfriendly Music
