SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistName,Duration,Tempo,TimeSignature,Title,ArtistFamiliarity,ArtistHotttnesss,Loudness,StartOfFadeOut
22,SOBEBDG12A58A76D60,239740,All The Good Times,ARI3BMM1187FB4255E,Alice Stuart,220.78649,110.382,1,Kassie Jones,0.4898162689820407,0.3285530150180186,-8.514,207.65599999999998
23,SOZCTXZ12AB0182364,386995,Un cafe_ setanta matins,AR5KOSW1187FB35FF4,Elena,269.58322000000004,111.874,4,Setanta matins,0.6774204652262298,0.37825468551016656,-8.05,256.168
24,SOBBUGU12A8C13E95D,223365,Miss Machine,ARMAC4T1187FB3FA4C,The Dillinger Escape Plan,207.77751,166.862,4,Setting Fire to Sleeping Giants,0.839962768151037,0.5418889720336469,-4.263999999999999,204.696
25,SOBLGCN12AB0183212,652784,Sue Thompson - Her Very Best,AR47JEX1187B995D81,SUE THOMPSON,124.86485,137.52200000000002,4,James (Hold The Ladder Steady),0.43541581815506936,0.3062422642462862,-12.332,115.74
26,SOPSWQW12A6D4F8781,45730,Live,ARGIWFO1187B9B55B7,Five Bolt Main,225.09669,164.672,1,Made Like This (Live),0.6090637000310501,0.3636513650591166,-5.9079999999999995,225.097
27,SOZQDIU12A58A7BCF6,672016,Strictly Confidential,ARNTLGG11E2835DDB9,Clp,338.31138,125.006,4,Superconfidential,0.5505136978482137,0.4227056410293911,-6.486000000000001,338.311
28,SONYPOM12A8C13B2D7,160881,The Real Twang Thang,ARDNS031187B9924F0,Tim Wilson,186.48771000000002,90.022,1,I Think My Wife Is Running Around On Me (Taco Hell),0.4597971288376104,0.3499126116745628,-4.516,175.467
29,SOBZBAZ12A6D4F8742,59744,"illie Bobo's Finest Hour""",AROUOZZ1187B9ABE51,Willie Bobo,168.25423999999998,127.025,4,Spanish Grease,0.5888271005018058,0.3796711247498673,-9.616,161.89
30,SOVYKGO12AB0187199,373723,Shake A Hand,ARH4Z031187B9A71F2,Faye Adams,156.39465,95.95700000000001,3,Crazy Mixed Up World,0.3964552539172961,0.2992303679293693,-18.051,150.634
31,SOGNCJP12A58A80271,228326,Occasional Rain,ARB29H41187B98F0EF,Terry Callier,342.56934,110.189,3,Do You Finally Need A Friend,0.7068276713044582,0.4161730646266773,-11.939,333.154
32,SOLLHMX12AB01846DC,463514,The Emperor Falls,AR1Y2PT1187FB5B9CE,John Wesley,484.62322,138.007,4,The Emperor Falls,0.5605579839038146,0.4527894767522226,-15.335,480.36300000000006
33,SOYTPEP12AB0180E7B,643400,Best of The Shangri-Las,ARAJPHH1187FB5566A,The Shangri-Las,164.80608,130.1,1,Twist and Shout,0.6408071019636729,0.4182165181949368,-10.922,156.17700000000002
34,SOGXHEG12AB018653E,663761,20 Of Her Best,AR0RCMP1187FB3F427,Billie Jo Spears,133.32853,160.839,1,It Makes No Difference Now,0.5237146369702328,0.3846110839616365,-9.982999999999999,130.009
35,SOOLYAZ12A6701F4A6,12882,Who Is Mike Jones?,AREBBGV1187FB523D2,"ike Jones (Featuring CJ_ Mello & Lil' Bran)""",173.66159,41.993,1,Laws Patrolling (Album Version),0.7936050803712417,0.42631795640769016,-7.7620000000000005,164.908
36,SOGOSOV12AF72A285E,270281,Tibiri Tabara,ARGUVEV1187B98BA17,Sierra Maestra,313.12934,189.646,3,\xc2\xbfD\xc3\xb3nde va Chichi?,0.5015447771039371,0.39273367554668775,-9.512,307.688
37,SOJXVAH12A8C139700,244586,Piouhgd + Widowermaker!,ARPQ4Z01187FB3A736,Butthole Surfers,450.84689000000003,130.586,4,"Barking Dogs (From Piouhgd"")'",0.8093237930019529,0.4880198416856731,-9.062999999999999,426.10400000000004
38,SOVXMTN12A8C135A18,157648,Profities,ARNQAVF11F4C844C04,Despina Vandi,303.09832,128.292,4,OUTE ENA EFHARISTO,0.632559542284651,0.4116889597857789,-8.879,294.818
39,SORSECL12AB0182267,644631,Cracks,ARXUT4W1187FB48BEB,Javier Navarrete,128.83546,90.932,3,Midnight Swim,0.5975412179723806,0.3826519711397369,-17.699,121.42299999999999
40,SOOGFBZ12AC3DF7FF2,730551,Pieces Of Time,ARDD1RC1187B9B52B4,Jacob Young,456.30649000000005,89.667,4,In A Subtle Way,0.4954459217702346,0.294861261887382,-19.477999999999998,451.315
41,SOMSBGZ12AB018C4CB,709879,The Palest Grey,ARLGWFM1187FB4AC9F,"carlet's Remains""",198.73914,115.061,4,Spin,0.5278650761586818,0.3931219335710068,-7.468999999999999,193.016
42,SONYRZV12AB018AF70,706005,A Match & Some Gasoline,ARWYVP51187B98C516,The Suicide Machines,95.68608,115.887,4,Burning In The Aftermath,0.6686745328613157,0.4675384440100101,-2.022,87.806
43,SONQBUB12A6D4F8ED0,42595,"ump Back - The Best Of The Rolling Stones_ '71-'93""",ARFCUN31187B9AD578,The Rolling Stones,271.49016,139.333,1,Angie (1993 Digital Remaster),0.8148296561331122,0.7357656929506414,-10.357999999999999,263.784
44,SOHGKJW12AC468A8BD,782470,Lo Mejor con La Orq. Broadway,AR6YDKV1187B989230,Roberto Torres,226.66404,117.271,4,Sabor Guajiro,0.4823560425909108,0.3500785789894733,-12.716,219.51
45,SOINBCU12A6D4F94C0,28723,Grown Man,ARV1JVD1187B9AD195,Loudon Wainwright III,190.48443999999998,102.428,4,Human Cannonball,0.6610801676039384,0.4427658420289504,-15.663,177.02900000000002
46,SOTWVQT12A58A79650,557761,A Bothered Mind,AR7TTS41187B9B42D3,R.L. Burnside,277.78567000000004,89.984,4,Glory Be,0.7011808736075507,0.4666288889016846,-6.944,267.453
47,SOTSEJY12AB0180F56,417945,Greatest Hits,ART3O5Z1187B9AB043,Stevie Ray Vaughan,248.78975,116.721,4,Crossfire,0.7337989404362274,0.544257505724526,-7.805,246.19
48,SOTSETT12AB01863B8,575531,Bluesman,AR5U94U1187FB5CDCF,John Hammond,195.3171,123.14200000000001,4," Can't Be Satisfied""",0.5906929179471623,0.4528178376971138,-10.7,187.61700000000002
49,SOTUNMH12A6D4FA3E6,234425,Etiquette,ARRJNTE1187FB44E12,Casiotone For The Painfully Alone,175.72526000000002,141.91899999999998,4,Nashville Parthenon,0.6653221619060184,0.3942171989010042,-10.93,168.699
50,SOEPPKB12AB018418B,505301,Ec8or,AR6IRG41187B9A4D98,Ec8or,217.23382999999998,95.596,4,Cocain Ducks,0.5040756699303163,0.3345773601190987,-9.493,213.49599999999998
51,SOGKIWV12A6D4F86C4,74655,Too Much Too Soon,ARS1OWB1187B99EEAD,The New York Dolls,344.05832000000004,154.953,1,Human Being,0.717670524728552,0.4793084593382274,-9.253,335.029
52,SOPHYIS12AAF3B35A3,322532,Bossa Nova Stories,ARGMXQW1187FB54C34,Eliane Elias,251.42812,86.09100000000001,5,The More I See You,0.6697261875661445,0.4279142469829548,-12.009,237.59799999999998
53,SOFHBAR12A6701D0FE,14592,Love_ Peace & Nappiness,AROEL1B1187B988B90,Lost Boyz,269.7922,90.21799999999999,4,Certain Things We Do,0.5697411522818971,0.41224060053560735,-11.043,257.416
54,SOCPRKM12AB018A2FD,515081,Germicide,AR8W8DN1187FB35ED0,The Germs,206.05342,133.144,1,Forming,0.6400483571565447,0.4043926401547713,-11.505999999999998,206.053
55,SOFGHAM12AB0186412,765750,Mafu\xc3\xa1,ARUWLCL1187FB549B8,Yamandu Costa,190.04036000000002,205.317,4,Mafu\xc3\xa1,0.3977728757878008,0.3834757449066917,-14.179,176.924
56,SODHVES12A6701CE6B,17220,The Road To Hell Part 2,AR3793X1187FB50CB3,Chris Rea,241.162,180.149,4,Driving Home For Christmas,0.6431827729122329,0.5006913409134529,-8.531,230.342
57,SOXIATP12AAF3B2184,617077,Vanguard Visionaries,ARINEWW1187FB5577E,Perrey And Kingsley,122.64443999999999,102.538,4,Spooks In Space,0.4114210482617737,0.3384148184832545,-8.541,109.62700000000001
58,SOGNQWU12A8AE4868F,278999,Be Yourself Tonight,ARDGB6U1187FB3AD07,Eurythmics,207.0722,84.164,4,Tous Les Gar\xc3\xa7ons Et Les Filles,0.7510076200369779,0.5236990777653908,-6.629,202.757
59,SOYQOFI12A6D4F76E1,19601,Hometown 2001,AR2J2WF1187FB46271,Francis Dunnery,300.79955,124.175,4,Too Much Saturn,0.548585130198109,0.3835242473277272,-13.33,298.347
60,SOVOLGY12A6D4F822B,38599,Eat / Kiss: Music For The Films By Andy Warhol,ARUI8651187B9ACF52,John Cale,228.46649,137.004,1,Movement 4 [from Kiss] (Album Version),0.7493178009614533,0.4816558624124557,-12.412,228.46599999999998
61,SOMZCVH12AB0182B8E,619882,The Ultimate Most Relaxing New Age Piano in the Universe,AR89DTT1187B9A7ED5,Suzanne Ciani,239.59465,106.33,4,Stream,0.6319466659983671,0.3807045358244573,-21.552,236.507
62,SONXJBL12AAF3B2C0C,618615,Classic Gold: Best of All,ARMD0G81187B99A519,Vickie Winans,228.93669,107.961,4,Make Me Over,0.6539378209700205,0.3968558693253486,-8.686,219.574
63,SOYWZTU12AB0180E26,681639,The Berzerker,AR0VZWC1187B99BA57,The Berzerker,165.61587,174.287,3,Deform (live),0.6683706115518646,0.4575539098364934,-6.222,165.61599999999999
64,SOLGHDZ12AB0183B11,449471,Holy Roller Novocaine,ARF2EHS1187B994F4E,Kings Of Leon,187.92444,116.823,4,Wicker Chair,0.8457688664485438,0.7888059351620142,-5.907,180.34400000000002
65,SOTNTNJ12AAA15FBD6,321356,Jeux de dames_ vol. 1 (r\xc3\xa9alisation Ronald Rubinel),ARZKRD01187FB45FD2,Edith Lefel,276.50567,101.97200000000001,4,"n ti chans'""",0.4074556438520137,0.30004649036641506,-4.638,261.95599999999996
66,SOXZXXV12AAF3B3A67,530141,I Will Love Again,ARK4H5K1187B992F74,Taras,200.25423999999998,127.97,4," Will Love Again (JJ's Club Radio)""",0.4601713236661016,0.18931487775261455,-5.8839999999999995,194.84400000000002
67,SOPIKEG12A58291636,104765,White Trash ......,AR06EB01187FB40150,NOFX,144.50893,152.622,4,Stickin In My Eye,0.7788167165625715,0.5542914890128156,-7.787000000000001,140.05700000000002
68,SOIRNBO12AC468D207,695158,Murskapunkkia,ARKPDBH1242077DEB1,Murskahumppa,285.17832000000004,110.787,3,Ota kiinni,0.43588984708830425,0.26803783963074496,-8.488,275.853
69,SOSBDSF12AB0189007,509770,Canci\xc3\xb3n Animal,ARBJSO81187B9BA09B,Soda Stereo,246.69995,112.90299999999999,4,Entre Can\xc3\xadbales,0.7111657865776896,0.4668269925271874,-9.603,224.049
70,SOIJXXM12A8C1416D6,223779,The Man from Snowy River,ARRC2JF1187B9B6A93,Bruce Rowland,84.03546,115.64200000000001,4,Rosemary Recalls,0.44316239759770826,0.3004544598123077,-26.266,75.79
71,SOHMMMC12AB0181C42,466577,One World One People,ARNIFX51187FB418EA,Xcultures,273.52771,125.01299999999999,4,Sudanese Dance,0.4004335134580979,0.26627528554651025,-6.305,268.893
72,SOVJXVJ12A8C13517D,148547,Tales Of Wonder,ARCCRTI11F4C845308,White Heart,298.84036000000003,113.277,4,Where The Thunder Roars (Tales Of Wonder Album Version),0.4773647524835352,0.33750728916593725,-9.998,289.46
73,SOFZCTA12AB0188D8F,423012,Waterbed Hev,ARNVH8S1187FB52F86,Heavy D / McGruff,161.38404,96.979,4,Wanna Be A Player,0.6178701163443497,0.3636681102446239,-9.161,161.384
74,SOLRYQR12A670215BF,7133,The Best Of Both Worlds,ARNLO5S1187B9B80CC,Van Halen,209.29261,140.995,1,Panama (Remastered Album Version),0.7446412459327763,0.5799889824287546,-4.865,206.623
75,SOCHRXB12A8AE48069,358442,Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness,ARTDQRC1187FB4EFD4,Black Eyed Peas,229.61587000000003,105.206,4,"et's Get It Started""",0.8456018866402321,1.0059419659547393,-4.882,213.66400000000002
76,SOKBBXO12A6701DEA0,15567,Things Falling Apart,ARK9TRQ1187B99C095,Nine Inch Nails,426.89261,63.016999999999996,4,Metal,0.9057768886660886,0.5984585009824434,-12.950999999999999,399.9
77,SOWHYUG12A58A77FAB,413222,Your Funeral... My Trial (2009 Digital Remaster),ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds,269.26975,144.60299999999998,4,She Fell Away (2009 Digital Remaster),0.6940216479070769,0.4794076755751476,-11.751,262.798
78,SOYSTDI12A6D4F6500,80578,Oasis of Love,ARMBYRO1187FB57419,Nadine Renee,249.41669,167.92,4,Next Time,0.4083890223759677,0.13924739387110993,-6.693,238.43400000000003
79,SOOOROX12A6D4F8400,26902,"0's Triple set""",ARWY7I71187FB36C3D,Lesley Gore,136.48934,129.122,1,"t's My Party""",0.6069253585317187,0.3891007762801808,-9.091000000000001,130.026
80,SONSPZE12AB01819CE,633532,Yeah.  Well_ Anyway....,AR6Y22S1187B99906F,Smartbomb,233.27302000000003,132.02200000000002,4,Complicate It,0.5624637835796072,0.3224851056611973,-2.658,231.178
81,SOHWGFU12AB017B036,435830,Un Titre de Toune,ARI5P4N1187FB3F44D,Suburbs,187.24526,183.92,1,Monde De Fou,0.4810045830175826,0.3356518391847009,-4.42,178.625
82,SOQQVQJ12AB0185192,495734,Live Inferno,ARYPWUK1187B98ACED,Emperor,72.61995,89.867,4,Opus a Satana (Part 2),0.7429631523413633,0.4533911860753301,-11.050999999999998,68.365
83,SODRHHD12AB0189F2A,664484,Vendredi 13 - 1981,ARW63KF1187B98AC48,Julien Clerc,272.63955,119.896,5,This Melody (Live),0.5854795397495219,0.36438492446826576,-9.97,272.64
84,SOQGFVO12A8C13C8C3,112851,Unconditional Love,AR8H87D1187FB3A841,Glen Campbell,142.75873,137.29,4,"'m Gone This Time""",0.6715962698483039,0.4810242392118726,-11.335,135.546
85,SORABMD12A8C136672,200689,The Very Best Of,ARLWR721187B9A03C9,T.G. Sheppard,194.11546,82.34299999999999,1,You Feel Good All Over,0.4493236152076617,0.3432818817870833,-15.581,182.729
86,SOTUBVH12AB018D2EC,682725,Country Lovers. Vol. 3,ARF4V431187FB3AA41,Slim Whitman,195.91791,91.48700000000001,4,Indian Love Call,0.5164437797727629,0.3866690917060239,-11.98,192.08700000000002
87,SOMQAGT12A8C132DB4,287804,Affirmation,ARBGWMW1187B9AEA3E,Savage Garden,118.33424,84.69,5,You Can Still Be Free,0.7282097070640043,0.5380702951237828,-11.215,118.334
88,SOKLLOH12A67020F2C,220917,Lullabies To Paralyze,AR6G4V01187B9AD086,Queens Of The Stone Age,288.41751,115.60600000000001,4,I Never Came,0.7986451787418826,0.5524133455169445,-8.165,279.17900000000003
89,SONRLQH12AB017C232,629785,"t's War Again""",ARVQ4QM1187B98AD95,Hank Penny & The Lincoln Penny Orchestra,123.21914,126.523,1,Dixie,0.4458546313595108,0.3475988886835368,-12.69,118.079
90,SODDZAD12A6701DC4C,11305,The Singles,AR9AM2N1187B9AD2F1,Inspiral Carpets,283.76771,113.677,4,Commercial Reign,0.6051097019148579,0.3985475353805805,-8.7,271.83
91,SORENXV12A6701F61F,4967,What You Thought You Heard,AR9XEVF1187B99D017,Borialis,239.3073,86.93799999999999,4,Hourglass,0.454043995003438,0.4214151025424071,-5.757999999999999,220.264
92,SOYMMDY12AB01825B2,325335,"addy Don't Disco""",ARCFOZ71187FB43A0D,The Dirty Skirts,206.75873,141.936,4,Wake,0.5435161307179269,0.4041822066537044,-4.907,193.115
93,SOJWQIP12A6D4F710A,82932,15 Exitos Vol. 2 Flor Silvestre,ARHFEBO11F50C4825A,Flor Silvestre,134.81751,106.04899999999999,1,Caricia Y Herida,0.4205458495228202,0.3135693426838017,-8.133,130.72299999999998
94,SOOVOKS12AB017EE57,401583,Le top du p\xc3\xa8re N\xc3\xb6el,AR107SB1187B9A79F9,B\xc3\xa9zu,285.64853,126.88,4,Le tortillard,0.37385062304422495,0.1489854809922737,-9.093,274.72700000000003
95,SORWHWY12A6702038E,8552,Malpractice,ARXWAQQ1187B9AE954,Redman,124.18567,85.008,5,WKYA (drop),0.7431297761478142,0.4935668426965597,-10.296,121.005
96,SOGYYLE12A8C13E5EA,217058,20 Suosikkia / Rilluttele y\xc3\xb6,ARL6XZC1187FB3936E,Solistiyhtye Suomi,134.08608,133.69899999999998,1,Ter\xc3\xa4slintu,0.13818761011851705,0.3178109598122704,-12.839,130.38
97,SOITUXQ12AB0183AE9,489673,The Fabulous Eddie Cantor,ARSDSMG1187B98CB59,Eddie Cantor,155.61098,118.975,1,"ow's The Time To Fall In Love""",0.4161410224693502,0.33109012633891616,-13.71,150.75
98,SOTWEZZ12A8C142B60,475992,Grim Prospects Remixes - Grim Prospects Will Never End,AR3WMW01187B9921F7,Schizoid,275.40853,102.40799999999999,4,Grim Prospects (Gross Prospects - Bad Trip Remix),0.4955596515140681,0.34919221761645924,-2.119,272.556
99,SOUVRGZ12A58A77F90,495041,The Incredible Kai Winding Trombones,AR3C3C01187B98E800,Kai Winding,223.4771,112.006,4,Mangos,0.4305389074172808,0.3163540008222974,-14.437999999999999,220.02599999999998
100,SOBLTSM12A6D4F9EEA,225610,Staying on the Watch,ARDD9UN1187B98D3A7,Sonny Simmons,443.24526,45.527,4,A Distant Voice,0.42837541665132417,0.31783387920026196,-13.002,430.736
101,SOUQVUD12A8C142DCE,473710,Openbare Weg,ARJGNV61187B98F3B5,Mira,177.81506000000002,85.62100000000001,4,Openbare Weg,0.5451109508213838,0.3457512470197027,-12.004000000000001,167.48
102,SOCRPDR12AB0185B75,710902,Tip World Singles 2000,ARSVI4L1187B996181,Citizen Kaned,385.33179,108.061,4,President Johnson,0.4833394215564992,0.2775617377534305,-8.37,382.647
103,SOXVBVL12AF72A600C,341940,Praise Him...Live!,ARVJ0JK1187B98C9C0,The Brooklyn Tabernacle Choir,324.44036,216.195,5,Lead Me Lord,0.5592784942236473,0.4320119468576032,-11.829,312.23900000000003
104,SOIQHDR12AB01896C8,766444,Spontanous Combustion,AR4PCIG1187B98D07D,Ellen McIlwaine,275.12118,132.428,4,Spontanous Combustion,0.43888747505017295,0.3251485709173023,-6.29,272.933
105,SODLSHA12AAF3B29F2,432406,From All Sides,AR1RHCO1187B9AF0BF,Vince Guaraldi / Bola Sete,294.66077,168.30700000000002,4,Choro,0.5781036297198625,0.4148926124367487,-15.761,282.564
106,SOAGHMH12AB0180285,546663,Maurice Chevalier  The Essential Collection Vol 1,AR1X2H01187B98CCF2,Maurice Chevalier,193.20118,140.95600000000002,7,Ma Louise,0.5024531765214763,0.3915853290262099,-27.433000000000003,190.003
107,SORAVUP12AB018556E,548374,Dave Pearce Best of the Dance Years 1988 - 1992,ARBQBZV1187B99D29E,Carl Cox Vs Yousef,357.82485,130.016,5,I Want You (Forever),0.5419751082100462,0.3841842584967685,-5.7010000000000005,353.785
108,SOFXNQP12AB0184F1A,704183,The Equinox,AR9ODB41187FB459B2,Organized Konfusion,198.3473,175.769,4,Hate,0.6837194679130381,0.4126716309926985,-8.709,182.18400000000003
109,SOGQTRZ12A8C13C8B0,307618,Timeless,ARF3GX71187FB3EB66,Martina McBride,261.95546,100.194,3," Can't Stop Loving You""",0.6148709339199385,0.6282464191914875,-13.627,253.452
110,SOBHVZQ12AC9618285,784530,Feel Good All Over: Anthology 1970-1976,AR3PN3R1187FB4CEBD,Horace Andy,176.27383,151.911,4,Thank You Lord,0.6264363817515622,0.3742711738564048,-11.479000000000001,166.91099999999997
111,SOYPBCY12AB0181EF3,534470,13th And Pine,ARYWCFZ11E2835CFDD,Nazz,220.89097999999998,119.691,4,How Can You Call That Beautiful (Stewkey Vocal),0.4946814169964284,0.3841464443048954,-6.3020000000000005,213.107
112,SOWRLSY12AC4687694,599659,Call Tyrone,ARUT16P1187FB532A4,Tyrone Davis,235.91137999999998,161.976,4,"heatin' In The Next Room""",0.5438663024727286,0.3932151037866921,-10.466,219.725
113,SOOGQWR12A8C142505,372122,Final Vinyl,AREOGMA1187B9908EF,Hot Tuna,239.59465,172.398,1,Candy Man,0.5672788711826817,0.405178358907612,-9.275,231.3
114,SOJDYQY12AB0188C97,577023,Fifteen Poems By Dylan Thomas,AR4ABL21187FB3913A,Richard Burton,171.49342,109.823,3,I See The Boys Of Summer,0.4323864772977878,0.28404740990087485,-37.398,165.21599999999998
115,SOBHQUF12AB018B03E,572855,The Early Tapes 1975-1976,AR8YV1I1187FB45D2B,Rory Block,266.05669,90.101,1,Three Is a Crowd,0.5138295872991763,0.34318504527257115,-13.835999999999999,256.064
116,SOFRAZJ12A8C143CDB,523481,Legacy,ARR9XGB1187B9912E6,Boyz II Men,329.27302000000003,116.473,4,On Bended Knee,0.7909228479560918,0.6011849417940898,-7.103,322.101
118,SOYZOXW12A8C13E195,266932,Donny Hathaway,ARTB5PP1187FB523B7,Donny Hathaway,283.21914,111.191,3,Little Girl (LP Version),0.657406765298449,0.4224724232432197,-15.144,277.467
119,SOSGJTX12AB0181F7C,514801,Canciones De Amor De Miguel Gallardo,ARXFQDY1187B9AAF1E,Miguel Gallardo,238.68036,125.508,4,Eternamente Amame,0.4587120897603369,0.33510142487208283,-12.991,230.74200000000002
120,SOBQBWP12AB018611B,421962,Irfan_ le h\xc3\xa9ros,ARVEJ9M1187FB4DC44,Les Ogres De Barback,254.06649,137.888,1,Niev nietch nievitch,0.6523678641880865,0.4379647331417924,-6.01,249.562
121,SODULLV12AB017FA09,502384,What up Detroit,ARTHEAP122BCFCD0B2,DJ X-Change featuring DJ Joey A,184.31955,150.012,4,Come Over,0.3424401443316209,0.28128421554929817,-5.58,178.503
122,SOYAGJM12A8C13DCCE,254792,Peterbilt Angel,ARQESNI1187FB511EE,Morel,311.40526,108.367,4,Blue Taxi,0.498259309879011,0.3340657898380008,-4.313,300.118
123,SORXUZZ12A8AE4798A,138320,Homemade Ice-Cream,ARCZ20M1187FB49687,Tony Joe White,162.53342,173.482,4,I Want Love (Tween You & Me) (Album Version),0.6247237675785525,0.4035096733630853,-17.285,151.55100000000002
124,SOCHXAE12AF72A25D6,722546,White Feather,ARDF8K01187FB37200,Wolfmother,212.37506000000002,110.745,4,White Feather,0.7922555897317167,0.5669715662185826,-5.931,209.438
125,SOCRHCQ12A58A7C8C6,46647,Can We Go Home Now,AR11NP91187B9901B4,The Roches,338.33751,130.02700000000002,4,Christlike Roche,0.5736054913170406,0.37225120793006455,-14.248,328.986
126,SOSEJIQ12AB017E7EB,547104,In North Carolina,ARBZAIL1187FB5B1C8,Bob Margolin,126.51057,110.16799999999999,4,You Rascal You,0.5559850526989919,0.3268488180257514,-12.651,121.70200000000001
128,SOGMXBW12A6D4FB8D7,128198,Electropop,ARV1P811187FB3CFC6,Jupiter Rising,193.4624,119.979,4,They Say (Album),0.6626496953373197,0.3631778606591337,-5.912999999999999,184.274
129,SOOPUTF12AB018DFAA,818344,DUMB: 4-track cassette recordings (1987),ARIU0MA1187B98D36F,Dharma Bums,127.4771,156.968,1,"imon's Folly""",0.4919218807708306,0.3458094431841164,-5.541,118.195
130,SOFDTRZ12AB018DD11,762520,The Hit List,ARB4D891187B9954F7,Saafir,234.762,188.886,4,Crawl Before You Ball (Album Version),0.5947799035029359,0.3189020778687955,-6.019,227.84
131,SOOGNJP12A8C1381AD,293668,Underneath,ARQOC971187B9910FA,The Verve Pipe,292.8322,133.306,4,Medicate Myself,0.7033494404116145,0.4983953383497739,-4.953,273.589
132,SOFUBCP12A8C13D5EF,117983,99 Monkeys,AR19SOA1187B98F6E6,Bob Neuwirth,241.10975,152.267,3,Biding Her Time,0.4342720374495127,0.3015024618584285,-18.114,230.429
